号商,商品线索数,报价线索数,线索报价率,平均报价时间,未报价线索数,未报价率,同意报价数,同意报价率,付费订单数,交易中订单,成交订单数,成交率,平均成交时间,成交订单金额,客单价,毛收入,收益率,被付费线索数,付费率,回收成功率
商户042,780,126,16.15%,0,654,83.85%,62,49.21%,113,0,61,53.98%,05时03分29秒,34436.76,564.54,1980.76,5.75%,0,0%,7.82%
商户100,557,24,4.31%,0,533,95.69%,11,45.83%,19,0,11,57.89%,26时00分59秒,3279.6,298.15,199.6,6.09%,0,0%,1.97%
商户092,684,11,1.61%,0,673,98.39%,4,36.36%,10,0,4,40%,17时49分07秒,3528.74,882.19,199.74,5.66%,0,0%,0.58%
商户057,636,5,0.79%,0,631,99.21%,2,40%,4,0,2,50%,42分01秒,1219,609.5,69,5.66%,0,0%,0.31%
商户053,700,3,0.43%,0,697,99.57%,3,100%,3,0,3,100%,23分39秒,7716.8,2572.27,436.8,5.66%,0,0%,0.43%
商户080,684,3,0.44%,0,681,99.56%,3,100%,3,0,3,100%,53分17秒,452,150.67,32,7.08%,0,0%,0.44%
商户059,605,2,0.33%,0,603,99.67%,2,100%,2,0,2,100%,12时57分15秒,1028.2,514.1,58.2,5.66%,0,0%,0.33%
商户085,557,2,0.36%,0,555,99.64%,2,100%,2,0,2,100%,51分19秒,477,238.5,27,5.66%,0,0%,0.36%
商户028,557,1,0.18%,0,556,99.82%,1,100%,1,0,1,100%,46分42秒,318,318,18,5.66%,0,0%,0.18%
商户029,557,1,0.18%,0,556,99.82%,0,0%,1,0,0,0%,0,0,0,0,0,0,0%,0%
商户064,610,1,0.16%,0,609,99.84%,0,0%,1,0,0,0%,0,0,0,0,0,0,0%,0%
商户094,704,1,0.14%,0,703,99.86%,1,100%,1,0,1,100%,44分20秒,212,212,12,5.66%,0,0%,0.14%
商户001,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户002,627,0,0%,0,627,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户003,582,0,0%,0,582,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户006,576,0,0%,0,576,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户007,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户008,684,0,0%,0,684,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户009,608,0,0%,0,608,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户010,632,0,0%,0,632,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户012,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户013,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户013,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户014,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户015,687,0,0%,0,687,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户016,684,0,0%,0,684,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户017,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户017,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户018,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户019,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户020,577,0,0%,0,577,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户021,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户022,684,0,0%,0,684,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户025,605,0,0%,0,605,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户027,566,0,0%,0,566,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户031,637,0,0%,0,637,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户034,730,0,0%,0,730,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户035,600,0,0%,0,600,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户037,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户038,578,0,0%,0,578,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户040,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户045,800,0,0%,0,800,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户046,709,0,0%,0,709,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户046,709,0,0%,0,709,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户046,709,0,0%,0,709,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户047,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户048,577,0,0%,0,577,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户049,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户051,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户054,624,0,0%,0,624,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户056,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户058,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户060,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户061,642,0,0%,0,642,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户062,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户063,557,0,0%,0,557,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户065,635,0,0%,0,635,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户067,605,0,0%,0,605,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户068,614,0,0%,0,614,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商户070,636,0,0%,0,636,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户071,704,0,0%,0,704,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户072,684,0,0%,0,684,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户073,819,0,0%,0,819,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
商户074,586,0,0%,0,586,100%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%
